|none.wav|0|Single
necromancer_act1_find_tree|act1\necromancer\nec_act1_find_treeofinifuss.wav|3129|Single
batdemon_death_3|monster\batdemon\death3.wav|545|Single
yeti_attack_1|monster\yeti\attack1.wav|2142|Group:3
charsi_greeting_inactive_1|act1\charsi\cha_yes.wav|3739|Group:3
hawk_wing_1|monster\hawk\flap1.wav|1155|Group:4
light_run_ostone_1|ambient\footstep\LightOStoneRun1.wav|2752|Group:4
event_tombs_2|ambient\event\moan2.wav|168|Single
warriv_act1_q4_early_scroll|act1\warriv\war_act1_q4_early_scroll.wav|4349|Single
siegebeast_death_2|monster\siegebeast\death2.wav|1765|Single
assassin_act1_find_tower|act1\assassin\ass_act1_entry_forgottentower.wav|3362|Single
druidbear_neutral_5|monster\druidbear\neutral09.wav|778|Single
paladin_blessedhammer_3|skill\paladin\hammerlaunch3.wav|2375|Single
greiz_act2_q1_success|act2\griez\gre_act2_q1_successful.wav|3972|Single
mummy_death_2|monster\mummy\death2.wav|1388|Single
amazon_act2_find_radament|act2\amazon\ama_act2_entry_radamentlair.wav|2985|Single
block_arrow_1|combat\impact\block arrow1.wav|401|Group:3
qualkehk_act5_q1_early|Act5\Qual-Kehk\qua_act5_q1_early.wav|4582|Single
undeadhorror_attack_2|monster\undeadhorror\attack2.wav|1998|Single
asheara_act3_q2_init|act3\asheara\ash_act3_q2_init.wav|3595|Single
frozenhorror_death_4|none.wav|1011|Single
object_shrine_holy|object\holyshrine.wav|2608|Single
cursor_paladin_deselect|cursor\intro\paladin deselect.wav|24|Single
meshif_act3_q4_early|act3\meshif\mes_act3_q1_early.wav|4205|Single
sandmaggot_death_1|monster\sandmaggot\death1.wav|1621|Group:4
paladin_act2_find_clawviper|act2\paladin\pal_act2_entry_clawviperlair.wav|3218|Single
bonefetish_death_2|monster\bonefetish\death2.wav|634|Single
player_townportal_enter|skill\misc\portalenter.wav|2231|Single
elzix_act2_gossip_nec|act2\elzix\elz_act2_gossip_nec.wav|3828|Single
lightninggenerator_death_2|monster\lightningsentry\death02.wav|1244|Single
heavy_run_dirt_2|ambient\footstep\HeavyDirtRun2.wav|2841|Single
weapon_kick_3|combat\weapon\kick small04.wav|257|Single
cain_act5_q3_success|Act5\Cain\cain_act5_q3_successful.wav|4438|Single
spikefiend_attack_1|monster\spikefiend\attack1.wav|1854|Group:4
druid_act2_find_arcane|act2\druid\dru_act2_entry_arcanesanctuary.wav|3451|Single
druidwerewolf_bite_2|monster\werewolf\bite2.wav|867|Single
necromancer_curse_cast|skill\necromancer\cursecast.wav|2464|Single
jerhyn_act2_gossip_5|act2\jerhyn\jer_act2_gossip_05.wav|4061|Single
putriddefiler_death_3|monster\putriddefiler\death3.wav|1477|Single
barbarian_act3_find_beneath|act3\barbarian\bar_act3_find_beneathcity.wav|3074|Single
baalminion_hit_3|monster\baalminion\gethit3.wav|490|Single
music_spider|act3\spider.wav|4671|Single
vulturedemon_death_3|monster\vulturedemon\death3.wav|2087|Single
cain_act2_q2_success|act2\cain\cain_act2_q2_successfulstaff.wav|3684|Single
greatermummy_attack_5|monster\greatermummy\attack5.wav|1100|Single
creature_chicken_6|none.wav|2697|Single
event_harem_4|ambient\event\thump4.wav|113|Single
rogue_confirm_b_1|act1\rogue\rog_asyoucommand2.wav|4294|Group:4
scimitar_hit_2|monster\scimitar\gethit2.wav|1710|Single
sorceress_act3_complete_lamesen|act3\sorceress\sor_act3_complete_lamesentome.wav|3307|Single
deathmauler_neutral_4|monster\deathmauler\neutral4.wav|723|Single
assassin_shadow_kick_4|skill\assassin\shadowkick4.wav|2320|Single
gheed_greeting_time_1|act1\gheed\ghe_goodmorning.wav|3917|Single
minionsuicide_neutral_2|monster\minion\suicideneutral2.wav|1333|Single
druid_hit_5|combat\player\druid\gethit7.wav|2930|Single
impact_blade_swing_6|combat\impact\sword6.wav|346|Single
malah_act5_q5_early|Act5\Malah\mal_act5_q5_early.wav|4527|Single
tentaclehead_death_1|monster\tentaclehead\death1.wav|1943|Group:4
alkor_act3_gossip_10|act3\alkor\alk_act3_gossip_10.wav|3540|Single
fingermage_bolt_cast_4|monster\fingermage\cast4.wav|956|Single
object_corpse_loot|object\corpseroll.wav|2553|Single
meshif_greeting_1|common\meshif\mes_ahoymate.wav|4150|Group:2
reanimatedhorde_death_4|monster\reanimatedhorde\death4.wav|1566|Single
necromancer_act5_find_worldstone|act5\necromancer\nec_act5_entry_worldstone.wav|3163|Single
beetle_hit_3|monster\beetle\gethit3.wav|579|Single
zakarumpriest_cast_3|monster\zakarumpriest\cast3.wav|2176|Single
charsi_act1_q6_after|act1\charsi\cha_act1_q6_after.wav|3773|Single
imp_missile_3|none.wav|1189|Single
medium_walk_snow_3|ambient\footstep\MedSnow3.wav|2786|Single
event_thunder_1|ambient\event\thunder_norm_1.wav|202|Group:3
anya_greeting_inactive_2|Act5\Anya\any_whatareneeds.wav|4383|Single
skeleton_cast_cold|monster\skeleton\firemage.wav|1799|Single
assassin_act5_find_mountaintop|act5\assassin\ass_act5_entry_mountaintop.wav|3396|Single
druidspirit_death_3|monster\oaksage\death3.wav|812|Single
sorceress_energyshield_hit_5|skill\sorceress\energyshieldhit5.wav|2409|Single
hratli_act3_gossip_9|act3\hratli\hra_act3_gossip_09.wav|4006|Single
overseer_whipcrack_3|monster\overseer\whipcrack3.wav|1422|Single
barbarian_chat_c_1|common\barbarian\bar_thisisyours.wav|3019|Group:2
monster_lightning_3|skill\sorceress\lightning3.wav|435|Single
hire_male_cant_use_that_ever_1|common\hireables\male_icantusethat1.wav|4616|Single
vilechild_attack_2|monster\vilechild\attack2.wav|2032|Single
atma_act2_intro|act2\atma\atm_act2_intro.wav|3629|Single
golemblood_hit_2|monster\golemblood\gethit2.wav|1045|Single
object_waypoint_open|object\waypointignite2.wav|2642|Single
scene_harem|ambient\scene\harem.wav|58|Single
natalya_act3_q4_early|act3\natalya\nat_act3_q1_early.wav|4239|Single
sandmaggotbaby_neutral_2|monster\sandmaggotbaby\neutral2.wav|1655|Single
sorceress_chat_b_2|common\sorceress\sor_comeon.wav|3252|Single
compellingorb_death|monster\compellingorb\death.wav|668|Single
amazon_multi_arrow_5|skill\amazon\multi5.wav|2265|Single
fara_act2_intro|act2\fara\far_act2_intro.wav|3862|Single
megademon_death_5|monster\megademon\death5.wav|1278|Single
walk_hoof_2|ambient\footstep\hoof2.wav|2875|Single
weapon_1ht_6|combat\weapon\one hand thrust06.wav|291|Single
larzuk_act5_q2_early|Act5\Larzuk\lar_act5_q2_early.wav|4472|Single
succubus_death_5|none.wav|1888|Single
akara_greeting_time_1|act1\akara\aka_goodmorning.wav|3485|Single
fallen_death_2|monster\fallen\death2.wav|901|Single
barbarian_findobject_3|skill\barbarian\find3.wav|2498|Single
kashya_act1_intro|act1\kashya\kas_act1_intro.wav|4095|Single
pygmy_neutral_2|monster\pygmy\neutral3.wav|1511|Single
necromancer_chat_h_2|common\necromancer\nec_run.wav|3108|Single
baboondemon_neutral_5|monster\baboondemon\neutral6.wav|524|Single
willowisp_loop|monster\willowisp\loop.wav|2121|Single
cain_act3_q5_after_va|act3\cain\cain_act3_q5_after_va.wav|3718|Single
guard_hit_3|monster\guard\gethit3.wav|1134|Single
light_walk_ostone_4|ambient\footstep\LightOStone4.wav|2731|Single
event_lava_5|ambient\event\lava1.wav|147|Single
warriv_act1_gossip_2|act1\warriv\war_act1_gossip_02.wav|4328|Single
serpentdemon_death_5|monster\serpentdemon\death5.wav|1744|Single
assassin_chat_h_1|common\assassin\ass_retreat.wav|3341|Group:2
diablo_boneprison_death_2|monster\diabloboneprison\death2.wav|757|Single
paladin_aura_cleansing|skill\paladin\cleansing.wav|2354|Single
greiz_greeting_inactive_1|act2\griez\gre_whogoesthere.wav|3951|Group:2
mosquito_hit_2|monster\mosquito\gethit2.wav|1367|Single
amazon_act1_complete_tools|act1\amazon\ama_act1_complete_toolsoftrade.wav|2964|Single
impact_double_2|combat\impact\double2.wav|380|Single
qualkehk_greeting_1|Act5\Qual-Kehk\qua_canihelpyou.wav|4561|Group:2
trappedsoul_hit_1|monster\trappedsoul\gethit1.wav|1977|Group:4
asheara_greeting_inactive_2|act3\asheara\ash_whatcanidoforyou.wav|3574|Single
frogdemon_hit_5|monster\frogdemon\gethit5.wav|990|Single
object_glass_break_1|object\glassbreak1.wav|2587|Group:3
cursor_error|cursor\windowopen.wav|3|Single
meshif_act3_gossip_2|act3\meshif\mes_act3_gossip_02.wav|4184|Single
regurgitator_eat_2|monster\regurgitator\eat2.wav|1600|Single
paladin_act1_complete_den|act1\paladin\pal_act1_complete_denofevil.wav|3197|Single
bloodraven_hit_1|monster\bloodraven\gethit1.wav|613|Group:4
zombie_hit_2|monster\zombie\gethit2.wav|2210|Single
drognan_act2_q5_early|act2\drognan\dro_act2_q5_early.wav|3807|Single
leaper_leap_5|monster\leaper\attacklong5.wav|1223|Single
heavy_walk_istone_1|ambient\footstep\HeavyIStone1.wav|2820|Group:4
item_platearmor|item\platearmor.wav|236|Single
anya_act5_q6_success|Act5\Anya\any_act5_q6_successful.wav|4417|Single
spider_web_4|monster\spider\goo04.wav|1833|Single
druid_act1_complete_burial|act1\druid\dru_act1_complete_burialground.wav|3430|Single
druidwerebear_neutral_5|none.wav|846|Single
sorceress_thunder_cast|skill\sorceress\thundercast.wav|2443|Single
ironwolf_yes_1|act3\ironwolf\iron_yes.wav|4040|Single
pinhead_hit_1|monster\pinhead\gethit1.wav|1456|Group:5
barbarian_act1_find_wilderness|act1\barbarian\bar_act1_entry_wilderness.wav|3053|Single
baal_hit_2|monster\baal\gethit2.wav|469|Single
monster_smith_taunt_2|act1\monster\smithtaunt5.wav|4650|Single
vilemother_neutral_2|monster\vilemother\neutral2.wav|2066|Single
cain_act1_q4_success|act1\cain\cain_act1_q4_successful.wav|3663|Single
golemfire_walk_2|monster\golemfire\firewalk2.wav|1079|Single
shrine_resistlightning|object\shrine\resistlightning.wav|2676|Single
event_cave_6|ambient\event\drip6.wav|92|Single
ormus_act3_q2_success|act3\ormus\orm_act3_q2_successful.wav|4273|Single
sandraider_hit_1|monster\sandraider\gethit1.wav|1689|Group:5
sorceress_act1_find_tristram|act1\sorceress\sor_act1_find_tristram.wav|3286|Single
countess_hit_5|monster\countess\gethit5.wav|702|Single
assassin_chargeup_tiger_3|skill\assassin\tigerc.wav|2299|Single
geglash_act2_intro_bar|act2\geglash\geg_act2_intro_bar.wav|3896|Single
minion_death_b2|monster\minion\deathB2.wav|1312|Single
barbarian_death_3|none.wav|2909|Single
impact_claw_1|combat\impact\claw1.wav|325|Group:4
malah_act5_gossip_11|Act5\Malah\mal_act5_11.wav|4506|Single
tentacle_hit_4|monster\tentacle\gethit4.wav|1922|Single
akara_act1_q5_success|act1\akara\aka_act1_q5_successful.wav|3519|Single
fallenshaman_neutral_2|monster\fallenshaman\neutral2.wav|935|Single
object_arcanerune|object\arcanerune.wav|2532|Single
lysander_act2_gossip_4|act2\lysander\lys_act2_gossip_04.wav|4129|Single
pygmyshaman_spell_3|monster\pygmyshaman\spell3.wav|1545|Single
necromancer_act2_find_summoner|act2\necromancer\nec_act2_find_summoner.wav|3142|Single
bighead_attack_4|monster\bighead\attack4.wav|558|Single
yeti_neutral_2|monster\yeti\neutral2.wav|2155|Single
charsi_act1_gossip_bar|act1\charsi\cha_act1_gossip_bar.wav|3752|Single
hydra_appear_3|monster\hydra\appear3.wav|1168|Single
light_run_wood_2|ambient\footstep\LightWoodRun2.wav|2765|Single
event_town_2_night_5|ambient\event\desertinsect7.wav|181|Single
warriv_act2_gossip_5|act2\warriv\war_act2_gossip_06.wav|4362|Single
skeleton_hit_5|monster\skeleton\gethit5.wav|1778|Single
assassin_act2_find_radament|act2\assassin\ass_act2_entry_radamentlair.wav|3375|Single
druidpod_death_2|monster\druidpod\death02.wav|791|Single
paladin_redeemed_soul|skill\paladin\redemption.wav|2388|Single
guard_stay_out_of_trouble|act2\guard\gua_stayoutoftrouble.wav|3985|Single
overseer_hit_2|monster\overseer\gethit7.wav|1401|Single
amazon_act3_find_drain|act3\amazon\ama_act3_find_drainlever.wav|2998|Single
cairn_stone_2|object\cairnloop2.wav|414|Single
qualkehk_act5_q4_after|Act5\Qual-Kehk\qua_act5_q4_after.wav|4595|Single
undeadhorror_neutral_3|monster\undeadhorror\neutral3.wav|2011|Single
asheara_act3_q6_after|act3\asheara\ash_act3_q6_after.wav|3608|Single
gargoyletrap_death_3|monster\gargoyletrap\death5.wav|1024|Single
object_stash_hell_4|object\hellstash4.wav|2621|Single
quest_hellforge_soul_2|quest\soulrise2.wav|37|Single
natalya_greeting_2|act3\natalya\nat_greetings.wav|4218|Single
sandmaggot_burrow|monster\sandmaggot\burrow.wav|1634|Single
paladin_act3_find_blackened|act3\paladin\pal_act3_find_blackenedtemple.wav|3231|Single
breakablewall_hit_3|none.wav|647|Single
amazon_firearrow_3|skill\amazon\firearrow3.wav|2244|Single
elzix_act2_q5_success|act2\elzix\elz_act2_q5_successful.wav|3841|Single
lightningorb_death_1|monster\lightningorb\death1.wav|1257|Group:5
heavy_run_sand_3|ambient\footstep\HeavySandRun3.wav|2854|Single
weapon_1hs_large_3|combat\weapon\one hand swing large15.wav|270|Single
larzuk_greeting_inactive_3|Act5\Larzuk\lar_canihelpyou.wav|4451|Single
spikefiend_shoot_2|monster\spikefiend\shoot2.wav|1867|Single
druid_act3_find_beneath|act3\druid\dru_act3_find_beneathcity.wav|3464|Single
duriel_attack_5|monster\duriel\attack5.wav|880|Single
necromancer_taint|skill\necromancer\taint.wav|2477|Single
jerhyn_act2_q6_after|act2\jerhyn\jer_act2_q6_after.wav|4074|Single
putriddefiler_neutral_5|monster\putriddefiler\neutral5.wav|1490|Single
barbarian_act5_rescued_wussies|act5\barbarian\bar_act5_rescue_qualkehksoldiers.wav|3087|Single
baaltentacle_appear_4|monster\baaltentacle\appear4.wav|503|Single
music_xtown|act5\xtown.wav|4684|Single
vulturedemon_wing_6|monster\vulturedemon\bigflap6.wav|2100|Single
cain_act3_gossip_3|act3\cain\cain_act3_gossip_03.wav|3697|Single
greatermummy_neutral_2|monster\greatermummy\neutral2.wav|1113|Single
creature_larva_3|ambient\creature\larvae3.wav|2710|Single
event_jungle_night_4|ambient\event\junglebeastie4.wav|126|Single
tyrael_greeting_time_2|act4\tyreal\tyr_goodday.wav|4307|Single
serpentdemon_attack_2|monster\serpentdemon\attack2.wav|1723|Single
sorceress_act5_defeat_overseer|act5\sorceress\sor_act5_complete_stopsiege.wav|3320|Single
diablo_attack_4|monster\diablo\attack4.wav|736|Single
druid_firecast_a|skill\druid\firecasta.wav|2333|Single
gheed_act1_q1_early|act1\gheed\ghe_act1_q1_early.wav|3930|Single
moo_death_1|monster\moo\death1.wav|1346|Group:5
amazon_chat_d_1|common\amazon\ama_thanks.wav|2943|Group:2
impact_cold_1|combat\impact\coldimpact1.wav|359|Group:3
nihlathak_act5_gossip_1|Act5\Nihlathak\nih_act5_01.wav|4540|Single
tentaclehead_missile_4|monster\tentaclehead\goomissile4.wav|1956|Single
alkor_act3_q3_success|act3\alkor\alk_act3_q4_successful.wav|3553|Single
firespike_hit_3|none.wav|969|Single
object_door_slime|object\slimedoor.wav|2566|Single
meshif_act2_gossip_6|act2\meshif\mes_act2_gossip_06.wav|4163|Single
reanimatedhorde_neutral_6|monster\reanimatedhorde\neutral6.wav|1579|Single
paladin_chat_c_2|common\paladin\pal_thisisyours.wav|3176|Single
bladecreeper_emerge_4|none.wav|592|Single
zakarumzealot_attack_3|monster\zakarumzealot\attack3.wav|2189|Single
drognan_act2_gossip_2|act2\drognan\dro_act2_gossip_02.wav|3786|Single
izual_attack_2|monster\izual\attack2.wav|1202|Single
medium_run_istone_4|ambient\footstep\MedIStoneRun4.wav|2799|Single
item_crossbow|item\xbow.wav|215|Single
anya_act5_gossip_8|Act5\Anya\any_act5_gossip_08.wav|4396|Single
smith_hit_1|monster\smith\gethit1.wav|1812|Group:4
druid_chat_c_1|common\druid\dru_thisisforyou.wav|3409|Group:2
druidwolf_attack_4|monster\druidwolf\attack4.wav|825|Single
sorceress_frostnova|skill\sorceress\novaice.wav|2422|Single
hratli_act3_q3_init|act3\hratli\hra_act3_q4_init.wav|4019|Single
pantherwoman_attack_3|monster\pantherwoman\attack3.wav|1435|Single
barbarian_impossible_2|common\barbarian\bar_cant.wav|3032|Single
andariel_cast_small|monster\andariel\castsmall.wav|448|Single
monster_andariel_taunt_1|act1\monster\andarieltaunt1.wav|4629|Group:2
vilechild_death_5|monster\vilechild\death5.wav|2045|Single
atma_act2_q6_after|act2\atma\atm_act2_q6_after.wav|3642|Single
golemclay_hit_1|monster\golemclay\gethit1.wav|1058|Group:4
object_xbarrel|object\xbarrel.wav|2655|Single
scene_wilderness_night|ambient\scene\wilderness night.wav|71|Single
ormus_greeting_time_1|act3\ormus\orm_goodmorning.wav|4252|Single
sandmaggotegg_neutral_5|monster\sandmaggotegg\neutral5.wav|1668|Single
sorceress_impossible_1|common\sorceress\sor_impossible.wav|3265|Group:2
corrupt_hit_6|monster\corrupt\gethit6.wav|681|Single
assassin_bladefury_throw_1|skill\assassin\bladefury1.wav|2278|Group:3
fara_act2_q6_after|act2\fara\far_act2_q6_after.wav|3875|Single
mephisto_hit_4|monster\mephisto\gethit4.wav|1291|Single
paladin_hit_3|combat\player\paladin\soft3.wav|2888|Single
weapon_giant_1|combat\weapon\bigswish1.wav|304|Group:5
larzuk_act5_q6_early|Act5\Larzuk\lar_act5_q6_early.wav|4485|Single
summoner_hit_3|monster\summoner\gethit3.wav|1901|Single
akara_act1_gossip_sor|act1\akara\aka_act1_gossip_sor.wav|3498|Single
fallen_warcry_2|monster\fallen\warcry2.wav|914|Single
barbarian_howl_1|skill\barbarian\howl1.wav|2511|Group:3
kashya_act1_q4_early|act1\kashya\kas_act1_q4_early.wav|4108|Single
pygmyshaman_attack_5|monster\pygmyshaman\attack5.wav|1524|Single
necromancer_act1_complete_tower|act1\necromancer\nec_act1_complete_forgottentower.wav|3121|Single
batdemon_hit_1|monster\batdemon\gethit1.wav|537|Group:6
wraith_death_2|monster\wraith\death2.wav|2134|Single
cain_act4_q2_after|act4\cain\cain_act4_q2_after.wav|3731|Single
hawk_hit_1|monster\hawk\gethit1.wav|1147|Group:4
light_run_dirt_1|ambient\footstep\LightDirtRun1.wav|2744|Group:4
event_monastery_4|ambient\event\raven4.wav|160|Single
warriv_act1_q2_after|act1\warriv\war_act1_q2_after.wav|4341|Single
siegebeast_stomp_4|none.wav|1757|Single
assassin_act1_complete_tools|act1\assassin\ass_act1_complete_toolsoftrade.wav|3354|Single
druidbear_attack_3|monster\druidbear\attack11.wav|770|Single
paladin_aura_resistfire|skill\paladin\resistfire.wav|2367|Single
greiz_act2_gossip_8|act2\griez\gre_act2_gossip_08.wav|3964|Single
mummy_attack_5|monster\mummy\attack5.wav|1380|Single
amazon_act2_begin_tainted|act2\amazon\ama_act2_begin_taintedsun.wav|2977|Single
impact_goo_3|combat\impact\goohit3.wav|393|Single
qualkehk_act5_gossip_5|Act5\Qual-Kehk\qua_act5_05.wav|4574|Single
trappedsoul_neutral_1|monster\trappedsoul\neutral1.wav|1990|Group:4
asheara_act3_gossip_ama|act3\asheara\ash_act3_gossip_ama.wav|3587|Single
frozenhorror_hit_1|monster\frozenhorror\gethit1.wav|1003|Group:5
object_rockpile|object\rockpile.wav|2600|Single
cursor_hostile|cursor\hostile.wav|16|Single
meshif_act3_q1_success|act3\meshif\mes_act3_q3_successful.wav|4197|Single
sandmaggot_attack_5|monster\sandmaggot\attack5.wav|1613|Single
paladin_act1_rescue_cain|act1\paladin\pal_act1_rescue_cain.wav|3210|Single
bonefetish_hit_1|monster\bonefetish\gethit1.wav|626|Group:7
zombie_neutral_5|monster\zombie\neutral8.wav|2223|Single
elzix_act2_gossip_2|act2\elzix\elz_act2_gossip_02.wav|3820|Single
leaper_neutral_3|monster\leaper\neutral3.wav|1236|Single
heavy_walk_snow_2|ambient\footstep\HeavySnow2.wav|2833|Single
item_woodshield|item\woodshield.wav|249|Single
cain_act5_q1_after|Act5\Cain\cain_act5_q1_after.wav|4430|Single
spider_death_5|monster\spider\death5.wav|1846|Single
druid_act1_find_wilderness|act1\druid\dru_act1_entry_wilderness.wav|3443|Single
druidwerewolf_attack_3|monster\werewolf\attack14.wav|859|Single
necromancer_confuse|skill\necromancer\confuse.wav|2456|Single
jerhyn_greeting_return|act2\jerhyn\jer_ourheroreturns.wav|4053|Single
pinhead_neutral_4|monster\pinhead\neutral4.wav|1469|Single
barbarian_act2_find_tomb_true|act2\barbarian\bar_act2_find_truetomb.wav|3066|Single
baalminion_attack_3|monster\baalminion\attack3.wav|482|Single
music_kurast|act3\kurast.wav|4663|Single
vulturedemon_hit_1|monster\vulturedemon\gethit1.wav|2079|Group:6
cain_act2_gossip_5|act2\cain\cain_act2_gossip05.wav|3676|Single
golemiron_walk_1|monster\golemiron\ironwalk1.wav|1092|Group:4
creature_bug_2|ambient\creature\bug2.wav|2689|Single
event_desert_night_1|ambient\event\desertbirdie1.wav|105|Group:5
ormus_act3_q6_early|act3\ormus\orm_act3_q6_early.wav|4286|Single
sandraider_neutral_4|monster\sandraider\neutral4.wav|1702|Single
sorceress_act2_find_tomb_decoy|act2\sorceress\sor_act2_find_decoytomb.wav|3299|Single
deathmauler_hit_5|none.wav|715|Single
assassin_shadow_hit_1|skill\assassin\shadowhit1.wav|2312|Group:5
geglash_act2_q6_success|act2\geglash\geg_act2_q6_successful.wav|3909|Single
minion_neutral_2|monster\minion\neutral2.wav|1325|Single
assassin_hit_5|combat\player\assassin\gethit14.wav|2922|Single
impact_blade_thrust_4|combat\impact\stab4.wav|338|Single
malah_act5_q3_early|Act5\Malah\mal_act5_q3_early.wav|4519|Single
tentaclehead_attack_3|monster\tentaclehead\attack3.wav|1935|Single
alkor_act3_gossip_2|act3\alkor\alk_act3_gossip_02.wav|3532|Single
fingermage_hit_4|monster\fingermage\gethit4.wav|948|Single
object_casket|object\casket.wav|2545|Single
lysander_act2_q3_success|act2\lysander\lys_act2_q3_successful.wav|4142|Single
reanimatedhorde_hit_3|monster\reanimatedhorde\gethit3.wav|1558|Single
necromancer_act3_find_guardian|act3\necromancer\nec_act3_find_guardiantower.wav|3155|Single
bighead_cast|monster\bighead\launch.wav|571|Single
zakarumhigh_death_3|monster\zakarumhighpriest\death3.wav|2168|Single
charsi_act1_q4_after_scroll|act1\charsi\cha_act1_q4_after_scroll.wav|3765|Single
imp_hit_3|monster\imp\gethit3.wav|1181|Single
medium_walk_ostone_3|ambient\footstep\MedOStone3.wav|2778|Single
event_wild_day_3|ambient\event\birdie08.wav|194|Single
warriv_act2_q5_success|act2\warriv\war_act2_q5_successful.wav|4375|Single
skeleton_walk_6|monster\skeleton\walk6.wav|1791|Single
assassin_act3_find_drain|act3\assassin\ass_act3_find_drainlever.wav|3388|Single
druidpod_walk2_1|monster\druidpod\podwalk21.wav|804|Group:6
sorceress_chargedbolt_2|none.wav|2401|Single
hratli_act3_gossip_1|act3\hratli\hra_act3_gossip_01.wav|3998|Single
overseer_neutral_4|monster\overseer\neutral4.wav|1414|Single
amazon_act5_defeat_baal|act5\amazon\ama_act5_complete_defeatbaal.wav|3011|Single
monster_firebolt_2|skill\sorceress\firebolt2.wav|427|Single
wussie_help_me2|act5\soldier\sol_letusout.wav|4608|Single
vampire_death_4|monster\vampire\death4.wav|2024|Single
atma_act2_gossip_1|act2\atma\atm_act2_gossip_01.wav|3621|Single
goatman_neutral_1|monster\goatman\neutral1.wav|1037|Group:3
object_trap_trigger|object\traptick.wav|2634|Single
quest_tainted_sun_ball_2|quest\ball2.wav|50|Single
natalya_act3_q1_success|act3\natalya\nat_act3_q3_successful.wav|4231|Single
sandmaggotbaby_hit_6|monster\sandmaggotbaby\gethit6.wav|1647|Single
paladin_act5_defeat_nihlathak|act5\paladin\pal_act5_complete_nihlathaksecret.wav|3244|Single
catapult_hit_5|monster\catapult\gethit5.wav|660|Single
amazon_lightning_3|skill\amazon\zeus3.wav|2257|Single
fara_act2_gossip_2|act2\fara\far_act2_gossip_02.wav|3854|Single
megademon_hit_3|monster\megademon\gethit3.wav|1270|Single
walk_flesh_4|ambient\footstep\flesh4.wav|2867|Single
weapon_2hs_large_4|combat\weapon\two hand swing large04.wav|283|Single
larzuk_act5_gossip_amazon1|Act5\Larzuk\lar_act5_gossip_ama_01.wav|4464|Single
succubus_hit_2|monster\succubus\gethit2.wav|1880|Single
druid_act5_rescued_wussies|act5\druid\dru_act5_rescue_qualkehksoldiers.wav|3477|Single
fallen_attack_4|monster\fallen\roar6.wav|893|Single
barbarian_circle_1|skill\barbarian\circle1.wav|2490|Group:3
kashya_act1_gossip_3|act1\kashya\kas_act1_gossip_03.wav|4087|Single
pygmy_hit_6|monster\pygmy\gethit6.wav|1503|Single
necromancer_chat_d_2|common\necromancer\nec_thankyou.wav|3100|Single
baboondemon_death_2|monster\baboondemon\death2.wav|516|Single
music_quest_nihlathak|act5\nihlathakmusic.wav|4697|Single
willowisp_appear_1|monster\willowisp\appear1.wav|2113|Group:4
cain_act3_q2_successful|act3\cain\cain_act3_q2a_successful.wav|3710|Single
greatermummy_resurrect_4|monster\greatermummy\spell4.wav|1126|Single
light_walk_dirt_4|ambient\footstep\LightDirt4.wav|2723|Single
event_lair_2|ambient\event\moan2.wav|139|Single
warriv_greeting_inactive_1|common\warriv\war_yes.wav|4320|Group:3
serpentdemon_hit_3|monster\serpentdemon\gethit3.wav|1736|Single
assassin_chat_d_1|common\assassin\ass_thanks.wav|3333|Group:2
diablo_neutral_2|none.wav|749|Single
druid_morph|skill\druid\morph.wav|2346|Single
gheed_act1_q5_after|act1\gheed\ghe_act1_q5_after.wav|3943|Single
mosquito_attack_4|monster\mosquito\attack4.wav|1359|Single
amazon_needkey_2|common\amazon\ama_locked.wav|2956|Single
impact_lightning_layer_1|combat\impact\static1.wav|372|Group:4
nihlathak_act5_q1_after|Act5\Nihlathak\nih_act5_q1_after.wav|4553|Single
thornhulk_neutral_1|monster\thornhulk\neutral1.wav|1969|Group:3
alkor_act3_q6_early|act3\alkor\alk_act3_q6_early.wav|3566|Single
frogdemon_attack_3|monster\frogdemon\attack3.wav|982|Single
object_fissure_1|object\fissure1.wav|2579|Group:4
meshif_act2_q4_after|act2\meshif\mes_act2_q4_after.wav|4176|Single
regurgitator_death_2|monster\regurgitator\death2.wav|1592|Single
paladin_needkey_1|common\paladin\pal_needkey.wav|3189|Group:2
bloodlord_death_1|monster\bloodlord\death1.wav|605|Single
zakarumzealot_neutral_4|monster\zakarumzealot\neutral4.wav|2202|Single
drognan_act2_q1_success|act2\drognan\dro_act2_q1_successful.wav|3799|Single
leaper_attack_1|monster\leaper\attack1.wav|1215|Group:4
medium_run_wood_1|ambient\footstep\MedWoodRun1.wav|2812|Group:4
item_key_used|item\keyused.wav|228|Single
anya_act5_q4_init|Act5\Anya\any_act5_q4_init.wav|4409|Single
spider_swish_1|monster\spider\swishie1.wav|1825|Group:5
druid_impossible_2|common\druid\dru_icant.wav|3422|Single
druidwerebear_attack_1|monster\werebear\attack1.wav|838|Group:4
sorceress_lightning_2|skill\sorceress\lightning2.wav|2435|Single
hratli_act3_q6_early_va|act3\hratli\hra_act3_q6_earlyva.wav|4032|Single
pantherwoman_neutral_4|monster\pantherwoman\neutral4.wav|1448|Single
barbarian_act1_find_cairn|act1\barbarian\bar_act1_find_cairnstones.wav|3045|Single
baal_coldtrail|monster\baal\coldtrail.wav|461|Single
monster_duriel_taunt_2|none.wav|4642|Single
vilemother_hit_3|monster\vilemother\gethit3.wav|2058|Single
cain_act1_gossip_4|act1\cain\cain_act1_gossip_04.wav|3655|Single
